region_id,date,disease_code,outbreak_occurred,outbreak_severity,days_until_outbreak,contributing_factors
69,2024-11-01,A90,1,high,18,"high_temperature,poor_sanitation,rising_cases"
6,2024-11-22,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
51,2024-11-26,A90,1,critical,6,"high_temperature,poor_sanitation,rising_cases"
87,2024-12-29,A90,1,high,11,"high_temperature,poor_sanitation,rising_cases"
70,2024-12-10,A90,1,critical,6,"high_temperature,poor_sanitation,rising_cases"
12,2024-12-12,A90,1,critical,5,"high_temperature,poor_sanitation,rising_cases"
81,2025-01-07,A90,1,medium,6,"high_temperature,poor_sanitation,rising_cases"
96,2024-12-28,A90,1,low,18,"high_temperature,poor_sanitation,rising_cases"
8,2024-11-02,A90,1,medium,8,"high_temperature,poor_sanitation,rising_cases"
4,2024-12-15,A90,1,critical,1,"high_temperature,poor_sanitation,rising_cases"
65,2024-11-04,A90,1,medium,5,"high_temperature,poor_sanitation,rising_cases"
12,2024-12-27,A90,1,low,8,"high_temperature,poor_sanitation,rising_cases"
99,2024-12-12,A90,1,high,8,"high_temperature,poor_sanitation,rising_cases"
92,2024-12-28,A90,1,medium,6,"high_temperature,poor_sanitation,rising_cases"
65,2024-11-30,A90,1,low,21,"high_temperature,poor_sanitation,rising_cases"
78,2024-12-22,A90,1,medium,20,"high_temperature,poor_sanitation,rising_cases"
28,2024-12-23,A90,1,critical,9,"high_temperature,poor_sanitation,rising_cases"
7,2024-12-14,A90,1,low,0,"high_temperature,poor_sanitation,rising_cases"
46,2025-01-14,A90,1,low,16,"high_temperature,poor_sanitation,rising_cases"
6,2024-12-26,A90,1,low,9,"high_temperature,poor_sanitation,rising_cases"
88,2024-11-26,A90,1,medium,6,"high_temperature,poor_sanitation,rising_cases"
78,2025-01-10,A90,1,low,10,"high_temperature,poor_sanitation,rising_cases"
28,2024-12-15,A90,1,medium,21,"high_temperature,poor_sanitation,rising_cases"
51,2024-12-16,A90,1,medium,7,"high_temperature,poor_sanitation,rising_cases"
3,2024-11-27,A90,1,critical,13,"high_temperature,poor_sanitation,rising_cases"
3,2024-12-12,A90,1,critical,5,"high_temperature,poor_sanitation,rising_cases"
48,2024-12-02,A90,1,critical,16,"high_temperature,poor_sanitation,rising_cases"
70,2025-01-03,A90,1,critical,13,"high_temperature,poor_sanitation,rising_cases"
46,2025-01-13,A90,1,medium,12,"high_temperature,poor_sanitation,rising_cases"
4,2024-12-22,A90,1,medium,8,"high_temperature,poor_sanitation,rising_cases"
62,2024-11-24,A90,1,medium,20,"high_temperature,poor_sanitation,rising_cases"
47,2024-12-31,A90,1,high,13,"high_temperature,poor_sanitation,rising_cases"
24,2024-12-25,A90,1,critical,0,"high_temperature,poor_sanitation,rising_cases"
91,2024-12-19,A90,1,medium,4,"high_temperature,poor_sanitation,rising_cases"
78,2024-12-22,A90,1,low,13,"high_temperature,poor_sanitation,rising_cases"
26,2025-01-11,A90,1,critical,17,"high_temperature,poor_sanitation,rising_cases"
50,2024-12-16,A90,1,high,13,"high_temperature,poor_sanitation,rising_cases"
41,2024-11-07,A90,1,low,6,"high_temperature,poor_sanitation,rising_cases"
79,2024-11-02,A90,1,critical,16,"high_temperature,poor_sanitation,rising_cases"
85,2024-11-01,A90,1,critical,5,"high_temperature,poor_sanitation,rising_cases"
6,2024-12-23,A90,1,low,18,"high_temperature,poor_sanitation,rising_cases"
28,2024-11-12,A90,1,low,19,"high_temperature,poor_sanitation,rising_cases"
72,2024-11-01,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
45,2024-12-23,A90,1,high,6,"high_temperature,poor_sanitation,rising_cases"
69,2025-01-13,A90,1,critical,2,"high_temperature,poor_sanitation,rising_cases"
90,2024-11-08,A90,1,critical,3,"high_temperature,poor_sanitation,rising_cases"
17,2024-12-27,A90,1,high,11,"high_temperature,poor_sanitation,rising_cases"
86,2024-11-12,A90,1,high,6,"high_temperature,poor_sanitation,rising_cases"
5,2024-12-29,A90,1,high,18,"high_temperature,poor_sanitation,rising_cases"
17,2025-01-05,A90,1,critical,6,"high_temperature,poor_sanitation,rising_cases"
87,2024-12-12,A90,1,low,4,"high_temperature,poor_sanitation,rising_cases"
30,2024-11-02,A90,1,critical,8,"high_temperature,poor_sanitation,rising_cases"
13,2025-01-01,A90,1,critical,8,"high_temperature,poor_sanitation,rising_cases"
30,2024-11-08,A90,1,medium,16,"high_temperature,poor_sanitation,rising_cases"
31,2024-11-02,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
88,2024-12-06,A90,1,high,9,"high_temperature,poor_sanitation,rising_cases"
8,2024-11-25,A90,1,low,4,"high_temperature,poor_sanitation,rising_cases"
92,2024-12-17,A90,1,critical,16,"high_temperature,poor_sanitation,rising_cases"
17,2024-12-11,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
26,2024-11-18,A90,1,critical,15,"high_temperature,poor_sanitation,rising_cases"
26,2024-11-23,A90,1,low,21,"high_temperature,poor_sanitation,rising_cases"
57,2024-11-22,A90,1,high,1,"high_temperature,poor_sanitation,rising_cases"
72,2025-01-04,A90,1,high,5,"high_temperature,poor_sanitation,rising_cases"
71,2024-11-07,A90,1,critical,11,"high_temperature,poor_sanitation,rising_cases"
69,2024-12-04,A90,1,medium,5,"high_temperature,poor_sanitation,rising_cases"
89,2024-11-22,A90,1,low,3,"high_temperature,poor_sanitation,rising_cases"
17,2025-01-09,A90,1,low,11,"high_temperature,poor_sanitation,rising_cases"
91,2024-12-30,A90,1,high,12,"high_temperature,poor_sanitation,rising_cases"
9,2024-11-09,A90,1,medium,10,"high_temperature,poor_sanitation,rising_cases"
59,2024-12-07,A90,1,high,15,"high_temperature,poor_sanitation,rising_cases"
46,2024-12-15,A90,1,critical,18,"high_temperature,poor_sanitation,rising_cases"
21,2024-11-25,A90,1,critical,19,"high_temperature,poor_sanitation,rising_cases"
38,2024-11-14,A90,1,medium,11,"high_temperature,poor_sanitation,rising_cases"
40,2025-01-03,A90,1,low,17,"high_temperature,poor_sanitation,rising_cases"
11,2025-01-02,A90,1,medium,0,"high_temperature,poor_sanitation,rising_cases"
64,2024-11-30,A90,1,low,3,"high_temperature,poor_sanitation,rising_cases"
43,2024-11-16,A90,1,medium,15,"high_temperature,poor_sanitation,rising_cases"
42,2024-12-09,A90,1,medium,10,"high_temperature,poor_sanitation,rising_cases"
20,2024-12-25,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
58,2024-12-22,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
23,2024-11-22,A90,1,critical,12,"high_temperature,poor_sanitation,rising_cases"
12,2025-01-13,A90,1,critical,4,"high_temperature,poor_sanitation,rising_cases"
23,2024-11-27,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
41,2025-01-12,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
51,2025-01-14,A90,1,critical,9,"high_temperature,poor_sanitation,rising_cases"
1,2025-01-01,A90,1,critical,21,"high_temperature,poor_sanitation,rising_cases"
4,2025-01-08,A90,1,critical,7,"high_temperature,poor_sanitation,rising_cases"
32,2024-12-31,A90,1,low,4,"high_temperature,poor_sanitation,rising_cases"
65,2024-12-26,A90,1,low,18,"high_temperature,poor_sanitation,rising_cases"
66,2024-11-30,A90,1,low,14,"high_temperature,poor_sanitation,rising_cases"
15,2024-11-11,A90,1,high,3,"high_temperature,poor_sanitation,rising_cases"
12,2024-12-31,A90,1,medium,2,"high_temperature,poor_sanitation,rising_cases"
24,2024-11-09,A90,1,high,21,"high_temperature,poor_sanitation,rising_cases"
84,2024-11-29,A90,1,medium,16,"high_temperature,poor_sanitation,rising_cases"
70,2024-12-30,A90,1,low,4,"high_temperature,poor_sanitation,rising_cases"
82,2024-12-07,A90,1,critical,19,"high_temperature,poor_sanitation,rising_cases"
57,2024-12-28,A90,1,high,11,"high_temperature,poor_sanitation,rising_cases"
15,2024-12-01,A90,1,low,16,"high_temperature,poor_sanitation,rising_cases"
51,2024-11-14,A90,1,low,7,"high_temperature,poor_sanitation,rising_cases"
7,2024-11-14,A90,1,medium,12,"high_temperature,poor_sanitation,rising_cases"
81,2024-11-09,A90,1,medium,11,"high_temperature,poor_sanitation,rising_cases"
68,2024-12-04,A90,1,medium,20,"high_temperature,poor_sanitation,rising_cases"
51,2024-11-04,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
91,2024-11-15,A90,1,low,19,"high_temperature,poor_sanitation,rising_cases"
4,2024-12-09,A90,1,critical,9,"high_temperature,poor_sanitation,rising_cases"
85,2025-01-14,A90,1,high,0,"high_temperature,poor_sanitation,rising_cases"
4,2024-12-10,A90,1,critical,7,"high_temperature,poor_sanitation,rising_cases"
3,2024-11-29,A90,1,low,5,"high_temperature,poor_sanitation,rising_cases"
78,2024-11-02,A90,1,high,6,"high_temperature,poor_sanitation,rising_cases"
25,2024-11-06,A90,1,medium,0,"high_temperature,poor_sanitation,rising_cases"
73,2024-11-06,A90,1,critical,17,"high_temperature,poor_sanitation,rising_cases"
98,2024-12-17,A90,1,medium,21,"high_temperature,poor_sanitation,rising_cases"
85,2024-11-10,A90,1,medium,10,"high_temperature,poor_sanitation,rising_cases"
51,2024-11-15,A90,1,critical,20,"high_temperature,poor_sanitation,rising_cases"
7,2025-01-12,A90,1,medium,19,"high_temperature,poor_sanitation,rising_cases"
30,2025-01-05,A90,1,high,21,"high_temperature,poor_sanitation,rising_cases"
9,2024-11-29,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
18,2025-01-11,A90,1,high,19,"high_temperature,poor_sanitation,rising_cases"
58,2024-12-11,A90,1,high,14,"high_temperature,poor_sanitation,rising_cases"
39,2024-12-22,A90,1,high,18,"high_temperature,poor_sanitation,rising_cases"
37,2024-12-21,A90,1,high,14,"high_temperature,poor_sanitation,rising_cases"
3,2025-01-01,A90,1,low,1,"high_temperature,poor_sanitation,rising_cases"
57,2024-11-29,A90,1,low,13,"high_temperature,poor_sanitation,rising_cases"
64,2024-11-13,A90,1,medium,3,"high_temperature,poor_sanitation,rising_cases"
11,2024-12-11,A90,1,critical,9,"high_temperature,poor_sanitation,rising_cases"
41,2024-11-27,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
86,2024-12-07,A90,1,critical,12,"high_temperature,poor_sanitation,rising_cases"
88,2024-12-28,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
78,2024-11-26,A90,1,low,1,"high_temperature,poor_sanitation,rising_cases"
91,2024-12-25,A90,1,low,20,"high_temperature,poor_sanitation,rising_cases"
37,2025-01-01,A90,1,medium,0,"high_temperature,poor_sanitation,rising_cases"
16,2024-12-24,A90,1,low,13,"high_temperature,poor_sanitation,rising_cases"
69,2024-12-28,A90,1,low,10,"high_temperature,poor_sanitation,rising_cases"
13,2024-12-19,A90,1,low,5,"high_temperature,poor_sanitation,rising_cases"
65,2024-12-30,A90,1,high,14,"high_temperature,poor_sanitation,rising_cases"
29,2024-11-25,A90,1,low,13,"high_temperature,poor_sanitation,rising_cases"
22,2024-11-01,A90,1,critical,17,"high_temperature,poor_sanitation,rising_cases"
94,2024-12-13,A90,1,critical,15,"high_temperature,poor_sanitation,rising_cases"
5,2025-01-11,A90,1,high,17,"high_temperature,poor_sanitation,rising_cases"
82,2024-11-09,A90,1,medium,19,"high_temperature,poor_sanitation,rising_cases"
51,2024-11-25,A90,1,medium,7,"high_temperature,poor_sanitation,rising_cases"
40,2024-12-27,A90,1,high,15,"high_temperature,poor_sanitation,rising_cases"
54,2024-12-04,A90,1,medium,4,"high_temperature,poor_sanitation,rising_cases"
72,2024-12-05,A90,1,medium,0,"high_temperature,poor_sanitation,rising_cases"
25,2024-12-29,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
20,2024-12-28,A90,1,critical,4,"high_temperature,poor_sanitation,rising_cases"
72,2024-11-26,A90,1,critical,12,"high_temperature,poor_sanitation,rising_cases"
69,2024-12-30,A90,1,low,18,"high_temperature,poor_sanitation,rising_cases"
26,2024-12-18,A90,1,medium,15,"high_temperature,poor_sanitation,rising_cases"
88,2024-11-27,A90,1,critical,7,"high_temperature,poor_sanitation,rising_cases"
82,2024-11-28,A90,1,critical,0,"high_temperature,poor_sanitation,rising_cases"
6,2025-01-11,A90,1,high,6,"high_temperature,poor_sanitation,rising_cases"
52,2024-11-24,A90,1,high,0,"high_temperature,poor_sanitation,rising_cases"
55,2024-12-25,A90,1,high,3,"high_temperature,poor_sanitation,rising_cases"
23,2024-11-29,A90,1,high,18,"high_temperature,poor_sanitation,rising_cases"
76,2024-11-13,A90,1,high,0,"high_temperature,poor_sanitation,rising_cases"
30,2024-12-30,A90,1,low,10,"high_temperature,poor_sanitation,rising_cases"
73,2024-12-04,A90,1,medium,9,"high_temperature,poor_sanitation,rising_cases"
21,2025-01-07,A90,1,low,2,"high_temperature,poor_sanitation,rising_cases"
65,2024-12-28,A90,1,critical,21,"high_temperature,poor_sanitation,rising_cases"
57,2024-11-30,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
62,2024-11-16,A90,1,medium,8,"high_temperature,poor_sanitation,rising_cases"
85,2025-01-02,A90,1,high,5,"high_temperature,poor_sanitation,rising_cases"
35,2024-12-03,A90,1,critical,6,"high_temperature,poor_sanitation,rising_cases"
68,2024-11-13,A90,1,low,8,"high_temperature,poor_sanitation,rising_cases"
23,2024-12-17,A90,1,critical,4,"high_temperature,poor_sanitation,rising_cases"
51,2024-12-24,A90,1,medium,18,"high_temperature,poor_sanitation,rising_cases"
1,2024-12-29,A90,1,medium,19,"high_temperature,poor_sanitation,rising_cases"
43,2024-11-03,A90,1,medium,7,"high_temperature,poor_sanitation,rising_cases"
7,2024-12-21,A90,1,critical,11,"high_temperature,poor_sanitation,rising_cases"
38,2024-11-29,A90,1,low,6,"high_temperature,poor_sanitation,rising_cases"
61,2024-11-25,A90,1,high,14,"high_temperature,poor_sanitation,rising_cases"
66,2025-01-13,A90,1,low,9,"high_temperature,poor_sanitation,rising_cases"
63,2025-01-03,A90,1,medium,20,"high_temperature,poor_sanitation,rising_cases"
75,2024-12-23,A90,1,critical,18,"high_temperature,poor_sanitation,rising_cases"
7,2024-12-18,A90,1,medium,15,"high_temperature,poor_sanitation,rising_cases"
14,2024-12-14,A90,1,medium,4,"high_temperature,poor_sanitation,rising_cases"
67,2025-01-03,A90,1,medium,20,"high_temperature,poor_sanitation,rising_cases"
9,2024-12-08,A90,1,low,6,"high_temperature,poor_sanitation,rising_cases"
58,2024-12-03,A90,1,high,20,"high_temperature,poor_sanitation,rising_cases"
14,2024-12-28,A90,1,critical,9,"high_temperature,poor_sanitation,rising_cases"
50,2025-01-09,A90,1,medium,16,"high_temperature,poor_sanitation,rising_cases"
49,2025-01-13,A90,1,medium,10,"high_temperature,poor_sanitation,rising_cases"
31,2025-01-04,A90,1,critical,6,"high_temperature,poor_sanitation,rising_cases"
24,2025-01-13,A90,1,high,7,"high_temperature,poor_sanitation,rising_cases"
61,2024-12-04,A90,1,low,17,"high_temperature,poor_sanitation,rising_cases"
84,2024-11-11,A90,1,low,15,"high_temperature,poor_sanitation,rising_cases"
20,2024-12-26,A90,1,medium,17,"high_temperature,poor_sanitation,rising_cases"
36,2024-11-06,A90,1,low,5,"high_temperature,poor_sanitation,rising_cases"
91,2024-12-12,A90,1,medium,18,"high_temperature,poor_sanitation,rising_cases"
66,2024-11-15,A90,1,medium,13,"high_temperature,poor_sanitation,rising_cases"
51,2025-01-08,A90,1,medium,20,"high_temperature,poor_sanitation,rising_cases"
82,2024-11-07,A90,1,medium,11,"high_temperature,poor_sanitation,rising_cases"
45,2025-01-04,A90,1,high,8,"high_temperature,poor_sanitation,rising_cases"
15,2024-11-29,A90,1,critical,1,"high_temperature,poor_sanitation,rising_cases"
70,2024-11-06,A90,1,low,15,"high_temperature,poor_sanitation,rising_cases"
35,2025-01-05,A90,1,low,9,"high_temperature,poor_sanitation,rising_cases"
14,2024-12-30,A90,1,critical,7,"high_temperature,poor_sanitation,rising_cases"
90,2024-11-07,A90,1,critical,16,"high_temperature,poor_sanitation,rising_cases"
47,2024-11-08,A90,1,critical,8,"high_temperature,poor_sanitation,rising_cases"
14,2024-12-27,A90,1,high,21,"high_temperature,poor_sanitation,rising_cases"
84,2025-01-11,A90,1,critical,10,"high_temperature,poor_sanitation,rising_cases"
53,2024-11-06,A90,1,critical,14,"high_temperature,poor_sanitation,rising_cases"
87,2024-11-24,A90,1,low,6,"high_temperature,poor_sanitation,rising_cases"
18,2025-01-04,A90,1,low,7,"high_temperature,poor_sanitation,rising_cases"
4,2024-12-06,A90,1,critical,18,"high_temperature,poor_sanitation,rising_cases"
66,2024-12-10,A90,1,medium,1,"high_temperature,poor_sanitation,rising_cases"
65,2024-11-22,A90,1,high,18,"high_temperature,poor_sanitation,rising_cases"
55,2025-01-07,A90,1,critical,21,"high_temperature,poor_sanitation,rising_cases"
69,2024-11-03,A90,1,low,14,"high_temperature,poor_sanitation,rising_cases"
92,2024-11-09,A90,1,medium,7,"high_temperature,poor_sanitation,rising_cases"
54,2025-01-06,A90,1,critical,19,"high_temperature,poor_sanitation,rising_cases"
80,2025-01-05,A90,1,medium,12,"high_temperature,poor_sanitation,rising_cases"
86,2024-11-11,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
85,2024-11-03,A90,1,high,9,"high_temperature,poor_sanitation,rising_cases"
29,2025-01-08,A90,1,low,16,"high_temperature,poor_sanitation,rising_cases"
11,2024-11-09,A90,1,high,15,"high_temperature,poor_sanitation,rising_cases"
52,2024-11-05,A90,1,medium,15,"high_temperature,poor_sanitation,rising_cases"
6,2024-12-23,A90,1,low,2,"high_temperature,poor_sanitation,rising_cases"
85,2024-11-16,A90,1,critical,21,"high_temperature,poor_sanitation,rising_cases"
69,2025-01-06,A90,1,high,2,"high_temperature,poor_sanitation,rising_cases"
89,2025-01-13,A90,1,low,17,"high_temperature,poor_sanitation,rising_cases"
5,2024-11-29,A90,1,low,11,"high_temperature,poor_sanitation,rising_cases"
53,2025-01-14,A90,1,low,10,"high_temperature,poor_sanitation,rising_cases"
18,2025-01-14,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
21,2024-11-08,A90,1,low,13,"high_temperature,poor_sanitation,rising_cases"
7,2024-11-10,A90,1,critical,18,"high_temperature,poor_sanitation,rising_cases"
79,2024-11-06,A90,1,critical,5,"high_temperature,poor_sanitation,rising_cases"
22,2025-01-07,A90,1,critical,19,"high_temperature,poor_sanitation,rising_cases"
78,2025-01-13,A90,1,medium,6,"high_temperature,poor_sanitation,rising_cases"
89,2024-11-22,A90,1,critical,13,"high_temperature,poor_sanitation,rising_cases"
24,2024-12-14,A90,1,medium,17,"high_temperature,poor_sanitation,rising_cases"
75,2025-01-08,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
69,2024-12-22,A90,1,critical,1,"high_temperature,poor_sanitation,rising_cases"
68,2025-01-12,A90,1,high,7,"high_temperature,poor_sanitation,rising_cases"
58,2024-12-20,A90,1,low,11,"high_temperature,poor_sanitation,rising_cases"
35,2024-12-03,A90,1,medium,15,"high_temperature,poor_sanitation,rising_cases"
55,2024-12-27,A90,1,critical,18,"high_temperature,poor_sanitation,rising_cases"
60,2024-12-21,A90,1,medium,16,"high_temperature,poor_sanitation,rising_cases"
7,2024-12-30,A90,1,critical,4,"high_temperature,poor_sanitation,rising_cases"
23,2024-12-13,A90,1,critical,1,"high_temperature,poor_sanitation,rising_cases"
41,2025-01-08,A90,1,low,15,"high_temperature,poor_sanitation,rising_cases"
35,2024-12-03,A90,1,critical,21,"high_temperature,poor_sanitation,rising_cases"
80,2024-12-09,A90,1,critical,0,"high_temperature,poor_sanitation,rising_cases"
50,2025-01-07,A90,1,high,20,"high_temperature,poor_sanitation,rising_cases"
13,2025-01-05,A90,1,low,20,"high_temperature,poor_sanitation,rising_cases"
86,2024-12-16,A90,1,critical,9,"high_temperature,poor_sanitation,rising_cases"
96,2024-11-03,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
54,2024-12-30,A90,1,medium,8,"high_temperature,poor_sanitation,rising_cases"
73,2025-01-07,A90,1,medium,3,"high_temperature,poor_sanitation,rising_cases"
35,2024-12-08,A90,1,high,6,"high_temperature,poor_sanitation,rising_cases"
45,2025-01-13,A90,1,medium,7,"high_temperature,poor_sanitation,rising_cases"
75,2024-12-31,A90,1,low,14,"high_temperature,poor_sanitation,rising_cases"
97,2024-11-22,A90,1,low,2,"high_temperature,poor_sanitation,rising_cases"
93,2025-01-14,A90,1,low,10,"high_temperature,poor_sanitation,rising_cases"
10,2024-12-14,A90,1,medium,19,"high_temperature,poor_sanitation,rising_cases"
79,2024-11-12,A90,1,high,5,"high_temperature,poor_sanitation,rising_cases"
32,2025-01-05,A90,1,critical,2,"high_temperature,poor_sanitation,rising_cases"
6,2024-11-08,A90,1,medium,10,"high_temperature,poor_sanitation,rising_cases"
78,2024-11-11,A90,1,high,20,"high_temperature,poor_sanitation,rising_cases"
75,2024-12-29,A90,1,critical,8,"high_temperature,poor_sanitation,rising_cases"
82,2024-12-02,A90,1,high,21,"high_temperature,poor_sanitation,rising_cases"
30,2024-12-02,A90,1,critical,8,"high_temperature,poor_sanitation,rising_cases"
35,2024-12-04,A90,1,low,11,"high_temperature,poor_sanitation,rising_cases"
58,2024-12-02,A90,1,medium,16,"high_temperature,poor_sanitation,rising_cases"
74,2025-01-02,A90,1,high,19,"high_temperature,poor_sanitation,rising_cases"
9,2024-12-08,A90,1,low,12,"high_temperature,poor_sanitation,rising_cases"
9,2024-11-07,A90,1,critical,0,"high_temperature,poor_sanitation,rising_cases"
21,2024-11-17,A90,1,high,0,"high_temperature,poor_sanitation,rising_cases"
39,2025-01-13,A90,1,medium,21,"high_temperature,poor_sanitation,rising_cases"
12,2024-11-19,A90,1,high,10,"high_temperature,poor_sanitation,rising_cases"
45,2024-11-12,A90,1,medium,8,"high_temperature,poor_sanitation,rising_cases"
78,2024-12-25,A90,1,low,3,"high_temperature,poor_sanitation,rising_cases"
25,2024-12-08,A90,1,high,15,"high_temperature,poor_sanitation,rising_cases"
58,2025-01-12,A90,1,medium,7,"high_temperature,poor_sanitation,rising_cases"
1,2024-12-17,A90,1,high,5,"high_temperature,poor_sanitation,rising_cases"
52,2025-01-13,A90,1,low,0,"high_temperature,poor_sanitation,rising_cases"
79,2024-11-22,A90,1,low,2,"high_temperature,poor_sanitation,rising_cases"
77,2024-11-08,A90,1,low,15,"high_temperature,poor_sanitation,rising_cases"
91,2024-11-07,A90,1,critical,3,"high_temperature,poor_sanitation,rising_cases"
24,2024-12-25,A90,1,critical,3,"high_temperature,poor_sanitation,rising_cases"
45,2024-12-24,A90,1,high,18,"high_temperature,poor_sanitation,rising_cases"
74,2024-11-07,A90,1,low,12,"high_temperature,poor_sanitation,rising_cases"
1,2025-01-09,A90,1,low,20,"high_temperature,poor_sanitation,rising_cases"
41,2025-01-07,A90,1,medium,6,"high_temperature,poor_sanitation,rising_cases"
29,2025-01-01,A90,1,low,19,"high_temperature,poor_sanitation,rising_cases"
87,2025-01-14,A90,1,critical,5,"high_temperature,poor_sanitation,rising_cases"
38,2024-12-08,A90,1,low,16,"high_temperature,poor_sanitation,rising_cases"
49,2024-11-21,A90,1,medium,15,"high_temperature,poor_sanitation,rising_cases"
65,2025-01-08,A90,1,low,9,"high_temperature,poor_sanitation,rising_cases"
16,2024-12-21,A90,1,low,8,"high_temperature,poor_sanitation,rising_cases"
88,2024-11-05,A90,1,high,21,"high_temperature,poor_sanitation,rising_cases"
86,2024-12-09,A90,1,medium,3,"high_temperature,poor_sanitation,rising_cases"
24,2024-11-01,A90,1,low,19,"high_temperature,poor_sanitation,rising_cases"
93,2024-11-02,A90,1,low,13,"high_temperature,poor_sanitation,rising_cases"
24,2024-11-02,A90,1,critical,15,"high_temperature,poor_sanitation,rising_cases"
68,2024-11-13,A90,1,high,16,"high_temperature,poor_sanitation,rising_cases"
39,2024-12-28,A90,1,medium,6,"high_temperature,poor_sanitation,rising_cases"
12,2024-11-30,A90,1,critical,11,"high_temperature,poor_sanitation,rising_cases"
2,2024-12-07,A90,1,high,17,"high_temperature,poor_sanitation,rising_cases"
78,2024-12-10,A90,1,high,6,"high_temperature,poor_sanitation,rising_cases"
55,2024-11-12,A90,1,low,21,"high_temperature,poor_sanitation,rising_cases"
30,2024-12-15,A90,1,medium,18,"high_temperature,poor_sanitation,rising_cases"
10,2024-12-18,A90,1,high,18,"high_temperature,poor_sanitation,rising_cases"
66,2024-12-05,A90,1,medium,5,"high_temperature,poor_sanitation,rising_cases"
86,2024-12-08,A90,1,low,11,"high_temperature,poor_sanitation,rising_cases"
45,2024-12-02,A90,1,low,4,"high_temperature,poor_sanitation,rising_cases"
80,2024-11-12,A90,1,high,21,"high_temperature,poor_sanitation,rising_cases"
26,2024-12-01,A90,1,critical,9,"high_temperature,poor_sanitation,rising_cases"
2,2025-01-08,A90,1,medium,21,"high_temperature,poor_sanitation,rising_cases"
25,2024-11-18,A90,1,high,17,"high_temperature,poor_sanitation,rising_cases"
43,2024-12-08,A90,1,critical,5,"high_temperature,poor_sanitation,rising_cases"
53,2024-12-19,A90,1,medium,10,"high_temperature,poor_sanitation,rising_cases"
